Gender,Own_Car,Own_Property,Children_Count,Annual_Income,Income_Type,Education_Type,Family_Status,Housing_Type,Employment_Days,Age_Days,Has_Work_Phone,Has_Phone,Has_Email,Occupation_Type,Family_Members,Status
F,N,Y,0,81705,Working,Higher education,Married,House / apartment,-1969,-23179,0,1,1,Sales staff,3,1
M,Y,Y,1,164424,Working,Academic degree,Married,House / apartment,-3376,-21181,0,0,0,Cooking staff,2,1
F,Y,Y,1,313781,Commercial associate,Secondary / secondary special,Married,House / apartment,-1900,-13836,0,1,0,Security staff,1,1
F,N,Y,2,103513,Pensioner,Lower secondary,Widow,House / apartment,20,-8525,0,0,0,Cooking staff,1,0
F,N,Y,1,149358,Working,Secondary / secondary special,Separated,House / apartment,-11632,-8009,0,0,0,Medicine staff,2,0
M,N,Y,1,232303,Working,Secondary / secondary special,Single / not married,House / apartment,-9529,-15557,1,1,0,Sales staff,3,1
F,N,N,2,244112,Working,Secondary / secondary special,Married,House / apartment,-12773,-8331,1,0,0,Drivers,2,1
F,N,Y,3,148982,Pensioner,Secondary / secondary special,Married,House / apartment,22,-13502,1,1,0,Security staff,3,0
F,N,Y,0,221082,Working,Higher education,Married,House / apartment,-1062,-24899,0,1,0,Cleaning staff,3,1
F,N,N,1,115382,Working,Secondary / secondary special,Married,With parents,-4548,-21165,0,0,0,Accountants,3,0
F,N,Y,0,262678,Working,Incomplete higher,Married,House / apartment,-2183,-20765,0,1,0,High skill tech staff,2,1
F,Y,Y,0,96810,Pensioner,Secondary / secondary special,Married,House / apartment,4,-11878,0,0,0,Medicine staff,4,0
M,N,N,1,211272,Working,Secondary / secondary special,Married,With parents,-638,-12985,0,1,1,Core staff,2,0
M,N,N,2,54940,Working,Higher education,Separated,With parents,-1774,-10399,0,0,0,IT staff,2,1
F,N,Y,0,146506,Working,Secondary / secondary special,Separated,House / apartment,-3891,-17491,1,0,0,Cooking staff,2,0
F,N,Y,2,130860,Pensioner,Higher education,Married,House / apartment,16,-18284,0,1,0,Security staff,2,1
F,N,Y,2,139358,Commercial associate,Secondary / secondary special,Single / not married,With parents,-227,-8082,0,0,0,High skill tech staff,1,0
F,Y,N,3,158467,Commercial associate,Secondary / secondary special,Married,With parents,-10620,-16793,0,1,0,Secretaries,3,0
M,N,Y,0,74447,Pensioner,Higher education,Married,House / apartment,10,-16248,0,1,0,Private service staff,2,0
M,Y,Y,3,169557,Pensioner,Incomplete higher,Separated,House / apartment,6,-22075,0,0,0,High skill tech staff,2,0
F,Y,N,0,181935,Working,Higher education,Single / not married,House / apartment,-6160,-24091,0,0,0,Sales staff,3,1
M,Y,Y,1,126833,State servant,Higher education,Married,House / apartment,-14812,-15395,1,1,1,Managers,2,1
M,N,Y,0,169044,Working,Higher education,Married,Rented apartment,-987,-10495,0,0,1,Sales staff,2,1
F,Y,Y,0,146724,Working,Secondary / secondary special,Separated,With parents,-5586,-19992,0,0,0,High skill tech staff,2,1
M,N,Y,2,81474,Pensioner,Higher education,Married,Municipal apartment,1,-24882,1,0,0,Cleaning staff,3,0
F,N,N,1,306960,Working,Secondary / secondary special,Married,House / apartment,-6330,-21887,0,0,0,High skill tech staff,1,1
M,Y,Y,0,94128,Working,Secondary / secondary special,Separated,House / apartment,-8254,-13748,0,0,0,Cooking staff,2,0
F,N,N,0,64607,Working,Secondary / secondary special,Married,House / apartment,-669,-18847,1,0,0,Accountants,2,0
M,N,Y,1,232751,Commercial associate,Secondary / secondary special,Married,With parents,-3746,-10235,0,0,0,High skill tech staff,3,1
F,Y,Y,0,88895,Working,Secondary / secondary special,Married,House / apartment,-4783,-7125,0,0,1,Sales staff,3,1
M,N,N,2,210913,Commercial associate,Secondary / secondary special,Separated,Rented apartment,-10388,-17056,0,0,0,Secretaries,3,1
M,Y,Y,0,111368,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,19,-22746,0,0,0,Medicine staff,1,0
M,N,Y,0,375047,Commercial associate,Higher education,Married,House / apartment,-13450,-8962,0,1,0,Sales staff,2,1
F,N,Y,0,192083,Working,Higher education,Married,Municipal apartment,-1172,-9061,0,0,0,Medicine staff,2,1
F,N,N,1,126562,State servant,Higher education,Married,House / apartment,-7941,-23767,0,0,0,Cleaning staff,1,1
M,N,Y,0,61296,Working,Secondary / secondary special,Married,House / apartment,-435,-19369,1,0,0,Secretaries,2,0
F,Y,Y,0,181571,Working,Higher education,Married,Municipal apartment,-3892,-10485,0,0,1,Managers,2,1
F,Y,Y,4,184277,Working,Secondary / secondary special,Married,House / apartment,-9767,-24871,1,0,0,Sales staff,2,1
F,N,Y,1,275021,Commercial associate,Higher education,Married,Municipal apartment,-9365,-21284,1,1,0,Core staff,3,1
M,N,N,0,137490,Working,Secondary / secondary special,Separated,House / apartment,-3553,-13733,0,0,0,Cooking staff,2,0
F,N,Y,1,153896,Working,Secondary / secondary special,Married,With parents,-964,-19727,1,1,0,Accountants,3,1
M,N,Y,2,91319,Working,Secondary / secondary special,Married,House / apartment,-4002,-16303,0,0,0,Private service staff,2,0
M,N,Y,0,42522,Working,Higher education,Married,House / apartment,-14967,-19372,0,0,0,Cooking staff,2,1
F,N,Y,0,252630,Commercial associate,Incomplete higher,Single / not married,House / apartment,-6513,-20087,0,1,1,High skill tech staff,2,1
M,Y,N,2,48506,Pensioner,Higher education,Married,House / apartment,13,-11919,1,1,0,Sales staff,1,0
F,N,Y,1,112814,Pensioner,Secondary / secondary special,Married,House / apartment,29,-12937,1,1,0,Medicine staff,1,0
F,N,N,1,148911,Working,Secondary / secondary special,Single / not married,Rented apartment,-3232,-20282,0,0,0,Core staff,2,0
F,Y,Y,0,147705,Working,Incomplete higher,Separated,With parents,-13571,-24904,0,1,1,Cooking staff,4,0
F,N,Y,0,176420,State servant,Secondary / secondary special,Single / not married,Office apartment,-9754,-19599,1,1,0,Security staff,3,1
M,N,N,1,20000,Working,Incomplete higher,Married,House / apartment,-4619,-13942,0,0,0,Sales staff,1,0
M,N,Y,0,132902,Pensioner,Secondary / secondary special,Married,House / apartment,21,-12782,1,0,0,Security staff,4,0
F,Y,Y,1,119983,Working,Lower secondary,Single / not married,House / apartment,-2065,-8018,0,0,0,Laborers,3,0
M,N,N,1,223073,State servant,Incomplete higher,Married,Co-op apartment,-8729,-21037,0,0,0,Sales staff,3,1
M,N,Y,0,92706,Working,Higher education,Married,House / apartment,-12118,-11146,0,1,0,IT staff,3,0
M,N,Y,3,238315,Working,Secondary / secondary special,Widow,House / apartment,-5099,-13027,0,1,0,Drivers,2,1
M,Y,N,2,340337,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-4031,-23676,1,0,0,Sales staff,2,0
M,Y,Y,2,315459,Commercial associate,Incomplete higher,Civil marriage,House / apartment,-3111,-14394,1,0,0,IT staff,2,1
M,N,Y,0,156466,Working,Incomplete higher,Civil marriage,Rented apartment,-13453,-10860,1,0,0,Laborers,2,0
F,N,Y,0,244535,Commercial associate,Secondary / secondary special,Married,House / apartment,-14538,-19836,0,0,0,Managers,2,1
F,N,Y,1,218804,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,-3493,-23661,0,0,0,Cleaning staff,3,1
F,N,N,0,169095,Working,Higher education,Married,House / apartment,-8293,-9452,0,1,0,IT staff,4,1
M,Y,Y,4,123517,Working,Higher education,Widow,Municipal apartment,-9695,-12714,1,0,1,Drivers,4,0
M,N,Y,0,66325,Working,Higher education,Married,House / apartment,-3504,-13405,0,0,1,Sales staff,4,0
M,Y,Y,1,170397,Working,Higher education,Married,House / apartment,-14487,-11371,0,0,0,Core staff,3,1
F,N,Y,0,105356,Commercial associate,Incomplete higher,Married,House / apartment,-2712,-11279,0,0,0,Cooking staff,4,0
F,N,Y,1,245975,Working,Secondary / secondary special,Married,House / apartment,-1450,-18534,0,1,0,Medicine staff,1,1
M,N,N,0,45090,Working,Secondary / secondary special,Married,House / apartment,-9826,-19537,1,0,0,Managers,2,0
F,N,Y,1,112494,Working,Secondary / secondary special,Married,House / apartment,-11434,-19510,0,0,0,Sales staff,2,0
M,N,N,0,80743,Commercial associate,Incomplete higher,Married,House / apartment,-11197,-12157,0,0,0,Accountants,4,0
F,Y,N,2,179791,Working,Secondary / secondary special,Married,House / apartment,-3121,-7346,0,0,0,Private service staff,2,1
F,Y,Y,0,171297,Working,Secondary / secondary special,Married,House / apartment,-11062,-24782,0,0,0,IT staff,3,1
F,N,Y,3,172698,Working,Secondary / secondary special,Married,House / apartment,-3319,-24467,0,0,0,Cooking staff,1,1
F,N,Y,2,180708,State servant,Secondary / secondary special,Married,With parents,-13529,-10023,1,0,0,Secretaries,2,1
F,Y,Y,0,125802,Working,Higher education,Civil marriage,Co-op apartment,-6997,-10146,0,0,0,Sales staff,3,1
M,N,N,2,312806,Commercial associate,Higher education,Married,House / apartment,-14663,-17049,1,0,0,Private service staff,2,1
F,N,N,0,206007,Working,Higher education,Married,House / apartment,-7949,-15435,0,0,0,Medicine staff,2,1
M,N,Y,4,160810,Working,Secondary / secondary special,Married,House / apartment,-7556,-8552,1,0,1,Private service staff,2,1
F,N,Y,1,276054,Working,Incomplete higher,Civil marriage,House / apartment,-3727,-20659,0,0,0,Core staff,2,1
F,N,N,0,273384,Working,Secondary / secondary special,Single / not married,With parents,-11588,-19918,1,0,0,Private service staff,3,0
F,Y,N,0,167720,State servant,Higher education,Married,House / apartment,-1585,-11104,0,1,0,Cooking staff,2,1
F,Y,Y,0,118766,State servant,Secondary / secondary special,Civil marriage,House / apartment,-12608,-13666,0,1,0,Core staff,3,0
F,N,Y,4,179556,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,13,-8932,0,0,0,Private service staff,1,0
F,N,Y,0,200527,Commercial associate,Secondary / secondary special,Single / not married,With parents,-10022,-19406,1,0,0,Drivers,3,1
F,Y,N,1,300384,Working,Secondary / secondary special,Married,House / apartment,-4563,-13154,0,0,0,IT staff,2,1
M,N,Y,1,254247,Working,Higher education,Single / not married,Rented apartment,-1675,-9418,0,0,0,High skill tech staff,3,1
M,N,Y,3,89769,State servant,Secondary / secondary special,Married,Municipal apartment,-10932,-7612,0,1,0,Private service staff,3,1
M,N,Y,0,276100,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-5105,-12234,1,1,0,Accountants,2,1
M,Y,Y,1,277845,Commercial associate,Higher education,Civil marriage,House / apartment,-14129,-18304,0,0,0,Managers,4,1
F,N,Y,1,299647,Working,Secondary / secondary special,Separated,House / apartment,-11591,-21019,0,0,0,Laborers,3,1
M,N,N,2,192993,Working,Secondary / secondary special,Married,House / apartment,-12411,-8145,1,0,0,Security staff,2,1
F,N,Y,0,180049,State servant,Secondary / secondary special,Civil marriage,House / apartment,-2256,-24692,0,0,0,Drivers,2,0
M,N,Y,0,161552,Working,Higher education,Married,House / apartment,-13451,-17305,0,1,0,Cleaning staff,4,1
M,N,Y,0,203396,Working,Secondary / secondary special,Married,House / apartment,-3301,-17293,0,0,0,IT staff,3,1
F,N,Y,2,184493,Working,Academic degree,Married,House / apartment,-10539,-9478,0,0,0,Cleaning staff,2,1
F,Y,Y,0,151680,Pensioner,Secondary / secondary special,Single / not married,Municipal apartment,21,-21953,0,0,0,Sales staff,2,0
F,N,Y,1,82135,Working,Secondary / secondary special,Married,Rented apartment,-12379,-13809,0,0,0,IT staff,3,0
F,N,Y,0,118726,Pensioner,Secondary / secondary special,Married,House / apartment,14,-22983,0,0,0,Sales staff,3,0
F,N,Y,2,228464,Working,Higher education,Married,House / apartment,-4651,-11634,0,1,1,Cooking staff,3,1
M,Y,Y,3,136357,Pensioner,Secondary / secondary special,Married,House / apartment,28,-20119,0,0,0,Security staff,2,0
F,Y,Y,1,295675,Commercial associate,Higher education,Civil marriage,Municipal apartment,-259,-23522,1,1,0,Medicine staff,3,1
F,N,N,0,243445,Working,Secondary / secondary special,Single / not married,Rented apartment,-4452,-20130,0,1,0,Private service staff,2,0
F,N,N,0,57251,Commercial associate,Secondary / secondary special,Married,House / apartment,-6649,-13054,0,1,1,Managers,2,0
M,N,Y,0,75475,Working,Higher education,Widow,House / apartment,-1869,-15577,1,0,0,Secretaries,3,1
F,N,Y,0,152686,Working,Higher education,Single / not married,House / apartment,-4706,-19566,0,0,0,Managers,5,1
M,N,N,1,127487,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,12,-24429,1,0,0,Cooking staff,2,0
M,N,Y,1,150176,Working,Higher education,Single / not married,House / apartment,-4809,-16661,0,0,0,Drivers,2,1
M,N,N,3,183281,Working,Higher education,Widow,House / apartment,-8601,-13365,0,1,0,Medicine staff,3,1
F,N,N,0,206485,Working,Secondary / secondary special,Civil marriage,Rented apartment,-12419,-24404,0,0,0,Secretaries,2,0
F,N,Y,1,231180,Working,Secondary / secondary special,Married,House / apartment,-8435,-7546,0,0,0,Private service staff,4,1
F,Y,Y,1,125433,Pensioner,Secondary / secondary special,Married,With parents,19,-10166,0,0,0,Sales staff,3,0
F,N,N,1,65774,Working,Secondary / secondary special,Single / not married,House / apartment,-1074,-20750,0,1,1,Private service staff,1,0
M,N,Y,0,140001,State servant,Higher education,Married,House / apartment,-7895,-21629,0,1,0,High skill tech staff,5,1
M,Y,Y,1,188441,State servant,Secondary / secondary special,Married,House / apartment,-8044,-24843,0,0,0,High skill tech staff,3,1
M,Y,Y,1,253368,Working,Secondary / secondary special,Married,Rented apartment,-12066,-8968,0,1,0,Managers,4,1
F,Y,Y,2,145931,Working,Secondary / secondary special,Married,With parents,-12689,-21682,0,1,1,Laborers,3,1
M,Y,Y,3,142287,Pensioner,Lower secondary,Married,With parents,7,-11538,0,0,0,Secretaries,4,0
F,Y,N,0,197405,Working,Higher education,Civil marriage,With parents,-10672,-12758,0,1,0,Managers,1,1
F,N,N,0,182634,Working,Secondary / secondary special,Single / not married,House / apartment,-8177,-17779,0,1,0,Private service staff,2,1
M,N,Y,1,235831,Working,Secondary / secondary special,Married,With parents,-10672,-16043,0,0,0,IT staff,4,1
F,N,Y,1,79591,Commercial associate,Secondary / secondary special,Married,With parents,-11412,-13157,0,0,0,Cleaning staff,2,0
F,Y,Y,0,122238,Pensioner,Higher education,Married,House / apartment,5,-22388,0,0,0,Sales staff,1,1
F,Y,Y,2,179285,Working,Secondary / secondary special,Married,House / apartment,-10347,-12980,0,0,0,Secretaries,3,1
F,N,Y,4,141591,Working,Lower secondary,Married,With parents,-11253,-12227,0,1,0,Secretaries,4,0
M,N,N,3,104382,State servant,Secondary / secondary special,Civil marriage,With parents,-8176,-24557,0,0,0,Core staff,2,0
M,N,N,0,98679,Pensioner,Higher education,Separated,House / apartment,21,-19027,0,1,1,Managers,4,0
F,N,Y,2,195752,Commercial associate,Higher education,Married,With parents,-13541,-7712,0,1,0,Laborers,3,1
F,N,Y,2,97951,Pensioner,Higher education,Married,With parents,23,-22090,0,1,0,IT staff,2,1
M,Y,Y,1,192895,Working,Secondary / secondary special,Single / not married,House / apartment,-12549,-13599,0,1,0,Accountants,4,1
F,N,Y,1,173037,Pensioner,Higher education,Separated,With parents,24,-23199,0,0,0,IT staff,2,1
F,Y,Y,2,159654,Working,Secondary / secondary special,Separated,House / apartment,-2457,-7691,0,1,0,Core staff,2,1
F,N,Y,1,185760,Working,Secondary / secondary special,Married,House / apartment,-1623,-13087,0,1,0,IT staff,2,1
M,N,N,0,263803,Commercial associate,Incomplete higher,Married,House / apartment,-3741,-10735,0,0,0,Managers,2,0
F,Y,Y,1,179747,Working,Incomplete higher,Married,Municipal apartment,-10910,-8944,0,1,0,Managers,2,1
F,Y,Y,1,186236,State servant,Higher education,Married,House / apartment,-3820,-15574,0,1,0,Security staff,3,1
M,Y,N,0,120555,Working,Secondary / secondary special,Single / not married,With parents,-6037,-22078,0,0,0,Secretaries,3,0
M,N,Y,3,121549,State servant,Higher education,Married,House / apartment,-9959,-17445,1,0,0,Private service staff,3,1
F,Y,Y,1,79610,State servant,Secondary / secondary special,Civil marriage,Municipal apartment,-13889,-15224,0,1,0,Cleaning staff,3,0
M,N,Y,1,202324,Working,Secondary / secondary special,Married,Municipal apartment,-3497,-24081,0,1,0,IT staff,2,1
F,Y,Y,0,160701,Pensioner,Higher education,Widow,Municipal apartment,23,-19996,0,0,0,Accountants,1,1
F,N,N,1,163301,Working,Secondary / secondary special,Married,With parents,-5214,-15042,0,0,0,Cleaning staff,4,1
M,N,Y,0,112065,State servant,Lower secondary,Married,Municipal apartment,-4079,-19425,1,1,0,Cooking staff,1,0
F,N,N,0,196853,Working,Secondary / secondary special,Married,House / apartment,-5527,-17055,0,1,0,High skill tech staff,2,1
F,N,Y,1,256732,Commercial associate,Secondary / secondary special,Married,House / apartment,-1131,-10806,0,1,0,Cleaning staff,3,1
F,Y,Y,0,144281,Working,Higher education,Single / not married,House / apartment,-11415,-14137,1,1,1,Cooking staff,2,1
M,Y,N,1,266151,Working,Higher education,Married,With parents,-7399,-9143,0,1,0,Secretaries,4,1
F,N,Y,0,197074,Working,Secondary / secondary special,Single / not married,House / apartment,-536,-8174,0,0,0,Private service staff,2,0
M,N,Y,1,146336,Working,Secondary / secondary special,Married,House / apartment,-3980,-24400,0,1,0,Laborers,1,0
M,N,Y,0,134298,Pensioner,Higher education,Married,Municipal apartment,28,-12866,1,0,0,Medicine staff,2,0
F,Y,Y,4,259710,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-1923,-9710,1,0,0,Sales staff,3,1
M,Y,Y,1,133642,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,-648,-13420,1,1,0,Managers,2,0
F,Y,Y,1,138643,Working,Higher education,Married,House / apartment,-8158,-8963,1,0,0,Laborers,2,1
